"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"ger_radio_operator_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"ger_pilot_badge/name";"Pilot's badge";"Insigne du pilote";"Distintivo del Pilota";"Pilotenabzeichen";"Insignia de Piloto";"Нагрудный знак люфтваффе Пилот";"Odznaka pilota";"Pilot's badge";"Pilot's badge";"飞\t行\t员\t胸\t章";"パイロットの\tバッジ";"Distintivo de Piloto";"Нагрудний знак люфтваффе Пілот";"Pilot's badge";"Pilótajelvény";"조종사 배지";"Pilot's badge";"Insigna pilotului";"飛\t行\t員\t胸\t章";"  ";;
"ger_pilot_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"ger_panzer_badge_silver/name";"Panzer Badge Silver";"Insigne d'argent des Panzer";"Distintivo Panzer Argento";"Panzerkampfabzeichen in Silber";"Insignia de Panzer en Plata";"Нагрудный знак За танковую атаку (серебряный)";"Panzer Badge Silver";"Panzer Badge Silver";"Panzer Badge Silver";"银\t质\t装\t甲\t胸\t章";"銀戦車突撃章";"Distintivo Panzer (Prata)";"Нагрудний знак За танкову атаку (срібний)";"Panzer Badge Silver";"Páncélos rohamjelvény ezüstben";"은장 전차 돌격장";"Panzer Badge Silver";"Insignă de argint blindate";"銀\t質​裝\t甲\t胸\t章";"  ";;
"ger_panzer_badge_silver/desc";;;;;;;;;;;;;;;;;;;;;;
"ger_panzer_badge_bronze/name";"Panzer Badge Bronze";"Insigne de bronze des Panzer";"Distintivo Panzer Bronzo";"Panzerkampfabzeichen in Bronze";"Insignia de Panzer en Bronce";"Нагрудный знак За танковую атаку (бронзовый)";"Panzer Badge Bronze";"Panzer Badge Bronze";"Panzer Badge Bronze";"铜\t质\t装\t甲\t胸\t章";"銅戦車突撃章";"Distintivo Panzer (Bronze)";"Нагрудний знак За танкову атаку (бронзовий)";"Panzer Badge Bronze";"Páncélos rohamjelvény bronzban";"동장 전차 돌격장";"Panzer Badge Bronze";"Insignă de bronz blindate";"銅\t質\t裝\t甲\t胸\t章";"  ";;
"ger_panzer_badge_bronze/desc";;;;;;;;;;;;;;;;;;;;;;
"ger_minesweeper_badge/name";"Minesweeper War Badge";"Insigne de guerre des Mouilleurs de mines, Chasseurs de sous-marins et Escorteurs";"Distintivo Dragamine";"Kriegsabzeichen für Minensuch-, U-Boot-Jagd- und Sicherungsverbände";"Insignia de Guerra de Dragado de Minas";"Нагрудный знак экипажей минных тральщиков и охотников за подводными лодками";"Minesweeper War Badge";"Minesweeper War Badge";"Minesweeper War Badge";"扫\t雷\t艇\t战\t争\t胸\t章";"掃海艇戦闘章";"Distintivo Caça-minas de Guerra";"Нагрудний знак екіпажів мінних тральщиків і мисливців за підводними човнами";"Minesweeper War Badge";"Aknakutató jelvény";"소해정 배지";"Minesweeper War Badge";"Insignă de război dragare mine";"掃\t雷\t艇\t戰\t爭\t胸\t章";"  ";;
"ger_minesweeper_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"ge_knight_cross_oak_swords/name";"Knight's Cross of the Iron Cross with Oak Leaves and Swords";"Croix de chevalier de la Croix de fer avec feuilles de chêne et glaives";"Croce di Cavaliere della Croce di Ferro con Fronde di Quercia e Spade";"Ritterkreuz des Eisernen Kreuzes mit Eichenlaub und Schwertern";"Cruz de Caballero de la Cruz de Hierro con Hojas de Roble y Espadas";"Рыцарский крест Железного креста с дубовыми листьями и мечами";"Krzyż Rycerski Krzyża Żelaznego z Liśćmi Dębu i Mieczami";"Rytířský kříž Železného kříže s dubovou ratolestí a meči";"Meşe Yapraklı ve Kılıçlı Demir Şövalye Haçı";"橡\t叶\t带\t剑\t骑\t士\t铁\t十\t字\t章";"柏葉・\t剣付騎士鉄十字章";"Ritterkreuz des Eisernen Kreuzes mit Eichenlaub und Schwertern (Cruz de Cavaleiro da Cruz de Ferro com folhas de carvalho e espadas)";"Лицарський хрест Залізного хреста з дубовим листям та мечами ";"Viteški krst gvozdenog krsta sa listom hrasta i mačem";"Vaskereszt Lovagkeresztje tölgyfalombokkal és kardokkal";"백엽검 기사철십자훈장";"Рыцарскі крыж Жалезнага крыжа з Дубовым лісцем і Мячамі";"Crucea „Cavalerul crucii de fier cu frunze de stejar și săbii”";"橡\t葉\t佩\t劍\t騎\t士\t鐵\t十\t字\t勳\t章";"  ";;
"ge_knight_cross_oak_swords/desc";;;;;;;;;;;;;;;;;;;;;;
"ge_knight_cross_oak/name";"Knight's Cross of the Iron Cross with Oak Leaves";"Croix de chevalier de la Croix de fer avec feuilles de chêne";"Ritterkreuz des Eisernen Kreuzes mit Eichenlaub";"Ritterkreuz des Eisernen Kreuzes mit Eichenlaub";"Cruz de Caballero de la Cruz de Hierro con Hojas de Roble";"Рыцарский крест Железного креста с дубовыми листьями";"Krzyż Rycerski Krzyża Żelaznego z Liśćmi Dębu";"Rytířský kříž Železného kříže s dubovou ratolestí";"Meşe Yapraklı Demir Şövalye Haçı";"橡\t叶\t骑\t士\t铁\t十\t字\t章";"柏葉付騎士鉄十字章";"Ritterkreuz des Eisernen Kreuzes mit Eichenlaub (Cruz de Cavaleiro da Cruz de ferro com Folhas de Carvalho)";"Лицарський хрест Залізного хреста з дубовим листям ";"Viteški krst gvozdenog krsta sa listom hrasta";"Vaskereszt Lovagkeresztje tölgyfalombokkal";"백엽 기사 철십자훈장";"Рыцарскі крыж Жалезнага крыжа з Дубовым лісцем";"Crucea „Cavalerul crucii de fier cu frunze de stejar”";"橡\t葉\t騎\t士\t鐵\t十\t字\t勳\t章";"  ";;
"ge_knight_cross_oak/desc";;;;;;;;;;;;;;;;;;;;;;
"ger_knight_cross_oak_swords_diamonds/name";"Knight's Cross with Oak Leaves, Swords and Diamonds";"Croix de chevalier de la Croix de fer avec feuilles de chêne et glaives en or et brillants";"Croce di Cavaliere della Croce di Ferro con Fronde di Quercia, Spade e Diamanti";"Ritterkreuz des Eisernen Kreuzes mit Eichenlaub, Schwertern und Brillanten";"Cruz de Caballero con Hojas de Roble, Espadas y Diamantes";"Рыцарский крест Железного креста с золотыми дубовыми листьями, мечами и бриллиантами";"Krzyż Rycerski z Liśćmi Dębu, Mieczami i Diamentami";"Knight's Cross with Oak Leaves, Swords and Diamonds";"Knight's Cross with Oak Leaves, Swords and Diamonds";"钻\t石\t橡\t叶\t带\t剑\t骑\t士\t铁\t十\t字\t章";"柏葉・\t剣・ダイヤモンド\t付騎士鉄十字章";"Cruz do Cavalheiro com Folhas de Carvalho, Espadas e Diamantes";"Лицарський хрест Залізного хреста з золотими дубовим листям, мечами і діамантами";"Knight's Cross with Oak Leaves, Swords and Diamonds";"Vaskereszt Lovagkeresztje tölgyfalombokkal, kardokkal és gyémántokkal";"다이아몬드 백엽검 기사 철십자훈장";"Knight's Cross with Oak Leaves, Swords and Diamonds";"Crucea „Cavalerul crucii de fier cu frunze de stejar, săbii și careuri”";"鑽\t石\t橡\t葉\t佩\t劍\t騎\t士\t鐵\t十\t字\t勳\t章";"  ";;
"ger_knight_cross_oak_swords_diamonds/desc";;;;;;;;;;;;;;;;;;;;;;
"ge_knight_cross/name";"Knight's Cross of the Iron Cross";"Croix de chevalier de la Croix de fer";"Ritterkreuz des Eisernen Kreuzes";"Ritterkreuz des Eisernen Kreuzes";"Cruz de caballero de la cruz de hierro";"Рыцарский крест Железного креста";"Krzyż Rycerski Krzyża Żelaznego";"Rytířský kříž Železného kříže";"Demir Haç Şövalye Rozeti";"骑\t士\t铁\t十\t字\t章";"騎士鉄十字章";"Ritterkreuz des Eisernen Kreuzes (Cruz de Cavaleiro da Cruz de Ferro)";"Лицарський хрест Залізного хреста ";"Viteški Krst Gvozdenog Krsta";"Vaskereszt Lovagkeresztje";"기사 철십자훈장";"Рыцарскі крыж Жалезнага крыжа";"Crucea „Cavalerul crucii de fier”";"騎\t士\t鐵\t十\t字\t勳\t章";"  ";;
"ge_knight_cross/desc";;;;;;;;;;;;;;;;;;;;;;
"ge_iron_cross_2_class/name";"Iron Cross 2nd Class";"Croix de Fer 2e Classe";"Croce di Ferro di II classe";"Eisernes Kreuz II. Klasse";"Cruz de hierro de 2ª clase";"Железный крест 2 класса";"Krzyż Żelazny II Klasy";"Železný kříž 2. třídy";"2. Sınıf Demir Haç";"二\t级\t铁\t十\t字\t章";"二級鉄十字章";"Eisernes Kreuz 2. Klasse (Cruz de Ferro 2ª Classe)";"Залізний хрест 2-го класу";"Gvozdeni Krst 2. Klasa";"Vaskereszt Másodosztálya";"2급 철십자훈장(Eisernes Kreuz II. Klasse)";"Жалезны крыж 2-й ступені";"Crucea de fier clasa II";"二\t級\t鐵\t十\t字\t勳\t章";"  ";;
"ge_iron_cross_2_class/desc";;;;;;;;;;;;;;;;;;;;;;
"ge_iron_cross_1_class/name";"Iron Cross 1st Class";"Croix de Fer 1re Classe";"Croce di Ferro di I classe";"Eisernes Kreuz I. Klasse";"Cruz de hierro de 1ª clase";"Железный крест 1 класса";"Krzyż Żelazny I Klasy";"Železný kříž 1. třídy";"1. Sınıf Demir Haç";"一\t级\t铁\t十\t字\t章";"一級鉄十字章";"Eisernes Kreuz 1. Klasse (Cruz de Ferro 1ª Classe)";"Залізний хрест 1-го класу";"Gvozdani Krst 1. Klasa";"Vaskereszt Első Osztálya";"1급 철십자훈장(Eisernes Kreuz I. Klasse)";"Жалезны крыж 1-й ступені";"Crucea de fier clasa I";"一\t級\t鐵\t十\t字\t勳\t章";"  ";;
"ge_iron_cross_1_class/desc";;;;;;;;;;;;;;;;;;;;;;
"ger_honorary_luftwaffe_badge/name";"Flyer's Commemorative Badge";"Insigne Commémoratif du Personnel Navigant";"Distintivo commemorativo dell'aviatore";"Flieger-Erinnerungsabzeichen";"Insignia Conmemorativa de los Aviadores";"Почётный лётный знак";"Odznaka Pamiątkowa Lotnika";"Flyer's Commemorative Badge";"Flyer's Commemorative Badge";"飞\t行\t员\t纪\t念\t胸\t章";"航空兵名誉章";"Distintivo Comemorativo do Aviador";"Почесний льотний знак";"Flyer's Commemorative Badge";"Visszavonult pilóta emlékjelvény";"조종사 기념 배지";"Flyer's Commemorative Badge";"Insigna comemorativă a lui Flyer";"飛\t行\t員\t紀\t念\t胸\t章";"  ";;
"ger_honorary_luftwaffe_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"ger_fleet_badge/name";"High Seas Fleet Badge";"Insigne de la Flotte de Haute Mer";"Distintivo della flotta di mare aperto";"Flottenkriegsabzeichen";"Insignia de Flota de Alta Mar";"Нагрудный знак линейного корабля или крейсера";"Odznaka Floty Pełnomorskiej";"High Seas Fleet Badge";"High Seas Fleet Badge";"舰\t队\t战\t争\t胸\t章";"艦隊戦闘章";"Distintivo da Frota de Alto Mar";"Нагрудний знак лінійного корабля або крейсера";"High Seas Fleet Badge";"Nyílttengeri flotta jelvény";"대양 함대 배지";"High Seas Fleet Badge";"Insigna flotei mărilor";"艦\t隊\t戰\t爭\t胸\t章";"  ";;
"ger_fleet_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"ger_destroyer_badge/name";"Destroyer War Badge";"Insigne de guerre des Destroyers";"Distintivo Equipaggio Cacciatorpediniere";"Zerstörerkriegsabzeichen";"Insignia de Guerra de Destructores";"Нагрудный знак экипажей эсминца";"Odznaka Wojenna Niszczyciela";"Destroyer War Badge";"Destroyer War Badge";"驱\t逐\t舰\t战\t争\t胸\t章";"駆逐艦戦闘章";"Distintivo de Contratorpedeiro";"Нагрудний знак екіпажів есмінця";"Destroyer War Badge";"Romboló jelvény";"구축함 배지";"Destroyer War Badge";"Insignă echipaj distrugător";"驅\t逐\t艦\t戰\t爭\t胸\t章";"  ";;
"ger_destroyer_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"ge_cross_gold/name";"German Cross in Gold";"Croix allemande en or";"Deutsches Kreuz in Gold";"Deutsches Kreuz in Gold";"Cruz alemana de oro";"Немецкий крест в золоте";"Złoty Krzyż Niemiecki";"Německý kříž ve zlatě";"Altın Alman Haçı";"金\t质\t德\t意\t志\t十\t字\t战\t争\t勋\t章";"ドイツ\t十字金章";"Deutsches Kreuz in Gold (Cruz Germânica em Ouro)";"Німецький хрест у золоті ";"Nemački Krst u Zlatu";"Német Aranykereszt";"독일십자장 금장(Deutsches Kreuz in Gold)";"Залаты Нямецкі крыж";"Crucea germană aurită";"金\t制\t德\t意\t志\t十\t字\t勳\t章";"  ";;
"ge_cross_gold/desc";;;;;;;;;;;;;;;;;;;;;;
"ger_blockade_runner_badge/name";"Blockade Runner Badge";"Insigne des Briseurs de Blocus";"Distintivo Violatore di Blocco";"Abzeichen für Blockadebrecher";"Insignia de Rompedor de Bloqueos";"Нагрудный знак За прорыв морской блокады";"Odznaka Łamacza Blokady";"Blockade Runner Badge";"Blockade Runner Badge";"突\t破\t封\t锁\t胸\t章";"封鎖線突破章";"Distintivo de Corredor de Bloqueio";"Нагрудний знак За прорив морської блокади";"Blockade Runner Badge";"Blokádtörő jelvény";"봉쇄 돌파 배지";"Blockade Runner Badge";"Insigna evadării din blocadă";"突\t破\t封\t鎖\t胸\t章";"  ";;
"ger_blockade_runner_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"ger_air_defence_badge/name";"Army Anti-Aircraft Badge";"Insigne de la Défense Antiaérienne de l'Armée";"Distintivo Antiaerea dell'Esercito";"Heeres-Flak Abzeichen";"Insignia de Antiaéreo del Ejército";"Нагрудный знак Сухопутная зенитная артиллерия";"Army Anti-Aircraft Badge";"Army Anti-Aircraft Badge";"Army Anti-Aircraft Badge";"陆\t军\t防\t空\t胸\t章";"陸軍対空砲章";"Distintivo Antiaéreo do Exército";"Нагрудний знак Сухопутна зенітна артилерія";"Army Anti-Aircraft Badge";"Légvédelmi jelvény";"육군 방공포 배지";"Army Anti-Aircraft Badge";"Insigna armatei antiaeriene";"陸\t軍\t防\t空\t胸\t章";"  ";;
"ger_air_defence_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_victorious_garrison_medal_a1/name";"Medal of Victorious Garrison A-1";"Médaille de la Garnison Victorieuse A-1";"Medaglia di Garrison A-1 Vittorioso";"Medaille der siegreichen Garnison A-1";"Medalla de la Guarnición Victoriosa A-1";"Медаль Победоносного гарнизона";"Medal of Victorious Garrison A-1";"Medal of Victorious Garrison A-1";"Medal of Victorious Garrison A-1";"干\t城\t奖\t章";"干城獎章 A-1";"Medalha da Guarnição Vitoriosa A-1";"Медаль Переможного гарнізону";"Medal of Victorious Garrison A-1";"Medal of Victorious Garrison A-1";"간성장장 A-1";"Medal of Victorious Garrison A-1";"Medal of Victorious Garrison A-1";"干\t城\t甲\t種\t一\t等\t獎\t章";"  ";;
"cn_victorious_garrison_medal_a1/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_sublime_commencement_order/name";"The Order of Sublime Commencement";"Ordre du Sublime Commencement";"Ordine dell'Inizio Sublime";"Die Ordnung des erhabenen Beginns";"La Orden del Comienzo Sublime";"Орден Величественного начала";"The Order of Sublime Commencement";"The Order of Sublime Commencement";"The Order of Sublime Commencement";"乾\t元\t勋\t章";"乾元勳章";"Ordem do Sublime Começo";"Орден Величного початку";"The Order of Sublime Commencement";"Fenséges Kezdet érdemrend";"건원훈장";"The Order of Sublime Commencement";"The Order of Sublime Commencement";"乾\t元\t勳\t章";"  ";;
"cn_sublime_commencement_order/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_star_medal/name";"Star Medal";"Médaille de l'Étoile";"Medaglia Stella";"Sternmedaille";"Medalla de Estrella";"Звездная Медаль";"Star Medal";"Star Medal";"Star Medal";"星\t序\t奖\t章";"星序獎章";"Medalha Estrela";"Зоряна Медаль";"Star Medal";"Star Medal";"성서장장";"Star Medal";"Star Medal";"星\t序\t獎\t章";"  ";;
"cn_star_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_precious_tripod_order_9_class/name";"Order of Precious Tripod with Ribbon (9th Class)";"Ordre du Trépied sacré avec Ruban (9e Classe)";"Ordine del Tripode Prezioso con Nastro (9^ Classe)";"Ordnung des kostbaren Dreifuß mit Rosette (9. Klasse)";"Orden del Trípode Precioso con Cinta (9ª Clase)";"Орден Драгоценного треножника 9 степени";"Order Drogocennego Trójnogu ze Wstążką (IX klasa)";"Order of Precious Tripod with Ribbon (9th Class)";"Order of Precious Tripod with Ribbon (9th Class)";"九\t等\t宝\t鼎\t勋\t章";"寶鼎勳章 襟綬 (9級)";"Ordem do Tripé Sagrado com fita (9ª Classe) ";"Орден Дорогоцінного треножника 9 ступеня";"Order of Precious Tripod with Ribbon (9th Class)";"Szent Üst érdemrend szalaggal (9. osztály)";"보정훈장 (9등 훈장)";"Order of Precious Tripod with Ribbon (9th Class)";"Order of Precious Tripod with Ribbon (9th Class)";"九\t等\t寶\t鼎\t勳\t章\t（襟\t綬）";"  ";;
"cn_precious_tripod_order_9_class/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_precious_tripod_order_8_class/name";"Order of Precious Tripod with Rosette (7th Class)";"Ordre du Trépied sacré avec Ruban spécial (8e Classe)";"Ordine del Tripode Prezioso con Coccarda (8^ Classe)";"Ordnung des kostbaren Dreifuß mit Rosette (8. Klasse)";"Orden del Trípode Precioso con Cinta Especial (8ª Clase)";"Орден Драгоценного треножника 8 степени";"Order Drogocennego Trójnogu z Rozetą (VIII klasa)";"Order of Precious Tripod with Rosette (7th Class)";"Order of Precious Tripod with Rosette (7th Class)";"八\t等\t宝\t鼎\t勋\t章";"寶鼎勳章 襟綬附勳表 (7級)";"Ordem do Tripé Sagrado com Roseta (8ª Classe) ";"Орден Дорогоцінного треножника 8 ступеня";"Order of Precious Tripod with Rosette (7th Class)";"Szent Üst érdemrend különleges szalaggal (8. osztály)";"보정훈장 (7등 훈장)";"Order of Precious Tripod with Rosette (7th Class)";"Order of Precious Tripod with Rosette (7th Class)";"八\t等\t寶\t鼎\t勳\t章\t（特\t種\t襟\t綬）";"  ";;
